1.Basin.Name;2.Type.Source;3.Reference
Thompson;online.database;"Atlas of Living Australia; http://spatial.ala.org.au/webportal/ (consulted in 2013)"
Thompson.creek;online.database;"Atlas of Living Australia; http://spatial.ala.org.au/webportal/ (consulted in 2013)"
Thu.Bon;paper;Phuong & Phu. 2010. STUDY ON THE COMPOSITION OF FISH SPECIES IN THU BON - VU GIA RIVER, QUANG NAM PROVINCE. Vietnam Journal of Biology, 32:12-20
Thu.Bon;book;Serov et al. 2006. The freshwater fishes of Central Vietnam. Vietnam, KMK Scientific Press Ltd.
Thu.Bon;report;Sheaves M., Huu Duc N., Xuan Khoa N. & Anderson J. 2008. A PRELIMINARY EVALUATION OF THE ECOLOGICAL ATTRIBUTES OF THE FISH FAUNA OF THE VU GIA – THU BON RIVER SYSTEM AND ITS VULNERABILITY TO IMPACTS FROM CLUSTERED HYDROPOWER DEVELOPMENTS. ICEM – International Centre for Environmental Management. 26 p.
Thumpankeni.Tank;book;Pethiyagoda 1991 Freshwater fishes of Sri Lanka. The Wildlife Heritage Trust of Sri Lanka. Sri Lanka
Thurra;online.database;"Atlas of Living Australia; http://spatial.ala.org.au/webportal/ (consulted in 2013)"
Tigil;book;Reshetnikov Y.S.. 2002. Atlas of Russian Freshwater Fishes. Moscow Nauka, Vol. I. ISBN: 5-02-006507-2.
Tigil;book;Reshetnikov Y.S.. 2002. Atlas of Russian Freshwater Fishes. Moscow Nauka, Vol. II. ISBN: 5-02-006506-4.
Tikhaya;paper;Pietsch, T.W., K. Amaoka, D.E. Stevenson, E.L. MacDonald, B.K. Urbain and J.A. López. 2001. Freshwater fishes of the Kuril Islands and adjacent regions. Species Diversity, 6: 133-164.
Tingalpa.creek;online.database;"Atlas of Living Australia; http://spatial.ala.org.au/webportal/ (consulted in 2013)"
Tirtsi;book;Ojaveer et al. 2003. Fishes of Estonia. Estonian Academy Publishers, Tallin, Estonia
Tiskre;book;Ojaveer et al. 2003. Fishes of Estonia. Estonian Academy Publishers, Tallin, Estonia
Titicaca;report;Autoridad binacional del lago Titicaca. 2000. Evaluacion de la totora en el Perú estudio 21.02. Proyecto especial binacional lago Titicaca pelt. Proyecto conservación de la biodiversidad en la cuenca del lago Titicaca - Desaguadero - Poopo - Salar de Coip
Titicaca;report;Autoridad binacional del lago Titicaca. 2002. Conservación de la biodiversidad en la cuenca del lago Titicaca - Desaguadero - Poopo - Salar de Coipasa (TDPS). Sub contrato “Desarrollar la Capacidad de Programas de Pesca Artesanal en Bolivia” (21.24). Proy
Titicaca;paper;Dyer B.S.. 2000. Systematic review and biogeography of the freshwater fishes of chile. Revision sistematicay biogeografica de los peces dulceacuicolas de chile. Estudios Oceanológicos, 19: 77-98.
Titicaca;report;FAO, Inf.Pesca, (159) Vol.1:374 p. Actas del Simposio sobre Acuicultura en América Latina. Volumen 1 - documentos de investigación. Montevideo, Uruguay, 26 de noviembre a 2 de diciembre de 1974.
Titicaca;online.database;http://databasin.org/ or http://www.fundacionoga.org.ar/index.html or http://www.mnrj.ufrj.br/ (all sources consulted in 2013)
Titicaca;paper;Lauzanne L.. 1982. Les Orestias (Pisces, Cyprinodontidae) du Petit lac Titicaca. Revue d'Hydrobiologie Tropicale, 15: 39-70.
Titicaca;paper;Lüssen A., Falk T.M. & VillwockW.. 2003. Phylogenetic patterns in populations of Chilean species of the genus Orestias (Teleostei: Cyprinodontidae): results of mitochondrial DNA analysis. Molecular Phylogenetics and Evolution, 29: 151-160.
Titicaca;conference;Revollo Vargas M.F., Cruz M.L. & Rivero A.L.. 2003. Lake Basin Management Initiative. Experience and Lessons Learned Brief. Lake Basin Management Initiative Regional Workshop for Europe. Saint Michael, Vermont, USA, 18-21 June 2003. 24 p.
Titiroa;online.database;"NIWA (extracted on septembre 2012); http://fwdb.niwa.co.nz"
Tiwaka;book;Marquet G., Keith P. & Vigneux E.. 2003. Atlas des poissons et des crustacés d'eau douce de Nouvelle-Calédonie. Patrimoines Naturels, 58: 282 p.
Tiwi;online.database;"Atlas of Living Australia; http://spatial.ala.org.au/webportal/ (consulted in 2013)"
Tlachimala;online.database;http://databasin.org/ or http://www.fundacionoga.org.ar/index.html or http://www.mnrj.ufrj.br/ (all sources consulted in 2013)
Tocantins;paper;Aquino A.E. & Schaefer S.A..2010. Systematics of the Genus Hypoptopoma Günther, 1868 (Siluriformes, Loricariidae). Bulletin of the American Museum of Natural History, 336: 1-110.
Tocantins;paper;Bertaco A. & Lucinda P.H.F..2006. Moenkhausia pankilopteryx, a new species from rio Tocantins drainage, Brazil (Ostariophysi: Characiformes, Characidae). Zootaxa, 1120: 57-68.
Tocantins;paper;Bertaco V. A., Jerep F. C. & Carvalho F. R..2011.New species of Moenkhausia Eigenmann (Ostariophysi: Characidae) from the upper rio Tocantins basin in Central Brazil..Neotropical Ichthyology, 9(1): 57-63.
Tocantins;paper;Bertaco V.A. & Carvalho F.R..2010. New species of Hasemania (Characiformes: Characidae) from Central Brazil, with comments on the endemism of upper rio Tocantins basin, Goiás State. Neotropical Ichthyology, 8(1): 27-32.
Tocantins;paper;Bertaco V.A. & Lucinda P.H.F..2005. Astyanax elachylepis, a new characid fish from the rio Tocantins drainage, Brazil (Teleostei: Characidae). Neotropical Ichthyology, 3(3): 389-394.
Tocantins;paper;Bertaco V.A. & Malabarba L.R..2005. A new species of Hyphessobrycon (Teleostei: Characidae) from the upper rio Tocantins drainage, with bony hooks on fins. Neotropical Ichthyology, 3(1): 83-88.
Tocantins;paper;Bertaco V.A., Carvalho F.R. & Jerep F.C..2010. Astyanax goyanensis (Miranda-Ribeiro, 1944), new combination and Astyanax courensis, new species (Ostariophysi: Characiformes): two Characidae from the upper rio Tocantins basin, Central Brazil. Neotropical Ichthyology, 8(2): 265-275.
Tocantins;paper;Bichuette M. E. & Trajano E..2004. Three new subterranean species of Ituglanis from central Brazil (Siluriformes: Trichomycteridae). Ichthyological Exploration of Freshwaters, 15(3): 243-256.
Tocantins;paper;Bichuette, M.E. & Trajano E..2008. Ituglanis mambai, a new subterranean catfish from a karst area of central Brazil, rio Tocantins basin (Siluriformes: Trichomycteridae). Neotropical Ichthyology, 6(1): 9-15.
Tocantins;paper;Britski H.A. & Birindelli J.L.O..2008. Description of a new species of the genus Leporinus Spix (Characiformes: Anostomidae) from the rio Araguaia, Brazil, with comments on the taxonomy and distribution of L. parae and L. lacustris. Neotropical Ichthyology, 6(1): 45-51.
Tocantins;paper;Cardoso A.R. & Lucinda P.H.F..2003. Three new species of Hemiancistrus (Teleostei: Siluriformes: Loricariidae) from the rio Tocantins basin with comments on the genus. Ichthyological Exploration of Freshwaters, 14(1): 73-84.
Tocantins;paper;Carvalho F.R., Bertaco V.A. & Jerep F.C..2010. Hemigrammus tocantinsi: a new species from the upper rio Tocantins basin, Central Brazil (Characiformes: Characidae). Neotropical Ichthyology, 8(2): 247-254.
Tocantins;paper;Carvalho M. R. de & Lovejoy N. R..2011.Checklist of the freshwater fishes of Colombia..Biota Colombiana, 9(2): 143-237. 
Tocantins;paper;Carvalho T. P..2008. A New Species of Corumbataia (Siluriformes: Hypoptopomatinae) from Upper Rio Tocantins Basin, Central Brazil. Copeia, 2008 (3): 552-557.
Tocantins;paper;Carvalho T.P., Lehmann A.P. & Reis R.E..2008. Gymnotocinclus anosteos, a new uniquely-plated genus and species of loricariid catfish (Teleostei: Siluriformes) from the upper rio Tocantins basin, central Brazil. Neotropical Ichthyology, 6(3): 329-338.
Tocantins;paper;Costa W.J.E.M. & Brasil G.C..2004. Simpsonichthys radiosus sp. n. (Teleostei: Cyprinodontiformes: Rivulidae): a new annual killifish from the upper Rio Tocantins basin, central Brazil. Zootaxa, 737: 1-7.
Tocantins;paper;Costa W.J.E.M. & Brasil G.C..2008. A new pelvicless killifish species of the genus Rivulus, subgenus  Melanorivulus (Cyprinodontiformes: Rivulidae), from the upper Tocantins River basin, Central Brazil. Copeia, 2008 (1): 82-85.
Tocantins;paper;Costa W.J.E.M. & Brasil G.C..2008. Simpsonichthys inaequipinnatus, a new seasonal killifish from the Tocantins River basin, Brazil (Cyprinodontiformes: Rivulidae). Ichthyological Exploration of Freshwaters, 19(3): 245-248.
Tocantins;paper;Costa W.J.E.M., Moreira C.R. & Lima F.C.T..2003. Simpsonichthys cholopteryx n. sp. (Cyprinodontiformes: Rivulidae: Cynolebiatinae): a new dwarf annual fish from the upper Rio Araguaia basin, central Brazil. Aqua, Journal of Ichthyology and Aquatic Biology, 6(4): 139-144.
Tocantins;paper;Costa W.J.E.M..2003. The Simpsonichthys flavicaudatus species group (Cyprinodontiformes: Rivulidae: Cynolebiatinae): phylogenetic relationships, taxonomic revision and biogeography. Ichthyological Exploration of Freshwaters 14 (1): 31-60.
Tocantins;paper;Costa W.J.E.M..2005. Seven new species of the killifish genus Rivulus (Cyprinodontiformes: Rivulidae) from the Paraná, Paraguay and upper Araguaia river basins, central Brazil. Neotropical Ichthyology, 3(1): 69-82.
Tocantins;paper;Costa W.J.E.M..2006. Rivulus kayapo n. sp. (Teleostei: Cyprinodontiformes: Rivulidae): a new killifish from the serra dos Caiapós, upper rio Araguaia basin, Brazil. Zootaxa, 1368: 49-56.
Tocantins;paper;Costa W.J.E.M..2007. Five new species of the aplocheiloid killifish genus Rivulus, subgenus Melanorivulus, from the middle Araguaia River basin, central Brazil (Teleostei: Cyprinodontiformes: Rivulidae). Aqua, International Journal of Ichthyology, 13(3).
Tocantins;paper;Costa W.J.E.M..2007. Taxonomy of the plesiolebiasine killifish genera Pituna, Plesiolebias and Maratecoara (Teleostei: Cyprinodontiformes: Rivulidae), with descriptions of nine new species. Zootaxa, 1410: 1-41.
Tocantins;paper;Costa W.J.E.M..2010(2009). Rivulus jalapensis, a new killifish from the Tocantins River basin, central Brazil (Cyprinodontiformes: Rivulidae). Ichthyological Exploration of Freshwaters, 21(3): 193-198.
Tocantins;paper;Costa W.J.E.M..2010. Two new species of the Rivulus urophthalmus group from the Tocantins and Xingu river drainages, eastern Brazilian Amazon (Cyprinodontiformes: Rivulidae). Ichthyological Exploration of Freshwaters, 21 (1): 79-85.
Tocantins;paper;Datovo A. & Landim M.I..2005. Ituglanis macunaima, a new catfish from rio Araguaia basin, Brazil (Siluriformes, Trichomycteridae). Neotropical Ichthyology, 3(4): 455-464.
Tocantins;paper;de Carvalho Paixão A. & Toledo-Piza M..2009. Systematics of Lamontichthys Miranda-Ribeiro (Siluriformes: Loricariidae), with the description of two new species. Neotropical Ichthyology, 7(4) : 519-568.
Tocantins;paper;de Mérona B., dos Santos G.M. & de Almeida R.G.. 2001. Short term effects of Tucuruí Dam (Amazonia, Brazil) on the trophic organization of fish communities. Environmental Biology of Fishes, 60: 375-392.
Tocantins;paper;de Santana C.D. & Lehmann A.P..2006. Apteronotus camposdapazi, a new species of black ghost electric knifefish, from the Rio Tocantins basin, Brazil (Gymnotiformes: Apterodontidae). Ichthyological Exploration of Freshwaters, 17(3): 261-266.
Tocantins;paper;"de Santana C.D. & Vari R.P..2010. Electric fishes of the genus Sternarchorhynchus (Teleostei, Ostariophysi, Gymnotiformes); phylogenetic and revisionary studies. Zoological Journal of the Linnean Society, 159(1): 223-371."
Tocantins;paper;de Souza L. S., Melo M.R.S. Chamon C.C. & Armbruster J.W..2008. A new species of Hemiancistrus from the rio Araguaia basin, Goiás state, Brazil. Neotropical Ichthyology, 6(3): 419-424.
Tocantins;paper;Fichberg I. & Chamon C.C..2008. Rineloricaria osvaldoi (Siluriformes: Loricariidae): a new species of armored catfish from rio Vermelho, Araguaia basin, Brazil. Neotropical Ichthyology, 6(3): 347-354.
Tocantins;paper;Figueiredo C.A. & Britto M.R..2010. A new species of Xyliphius, a rarely sampled banjo catfish (Siluriformes: Aspredinidae) from the rio Tocantins-Araguaia system. Neotropical Ichthyology, 8(1): 105-112.
Tocantins;paper;Fisch-Muller S., Cardoso A.R., da Silva J.F.P. & Bertaco V.A..2005. Three new species of Ancistrus Kner (Teleostei: Siluriformes: Loricariidae) from the upper Tapajós and Tocantins rivers. Revue Suisse de Zoologie, 112(2): 559-572.
Tocantins;online.database;"Fishbase; www.fishbase.org (cunsulted in 2013)"
Tocantins;paper;Garavello J.C. & Santos G.M..2009. Two new species of Leporinus Agassiz, 1829 from Araguaia-Tocantins system, Amazon basin, Brazil (Ostariophysi, Anostomidae). Braz. J. Biol., 69(1) : 109-116.
Tocantins;paper;Garutti V. & Venere P.C..2009. Astyanax xavante, a new species of characid from middle rio Araguaia in the cerrado region, Central Brazil (Charciformes: Characidae). Neotropical Ichthyology, 7(3): 377-383.
Tocantins;paper;Hollanda Carvalho P. & Weber C..2005. Five new species of the Hypostomus cochliodon group (Siluriformes: Loricariidae) from the middle and lower Amazon System. Revue Suisse de Zoologie, 111(4): 953-978.
Tocantins;online.database;http://databasin.org/ or http://www.fundacionoga.org.ar/index.html or http://www.mnrj.ufrj.br/ (all sources consulted in 2013)
Tocantins;paper;Kullander S.O. & Ferreira E.J.G..2006. A review of the South American cichlid genus Cichla, with descriptions of nine new species (Teleostei: Cichlidae). Ichthyological Exploration of Freshwaters, 17(4): 289-398.
Tocantins;paper;Lima F.C.T. & Moreira C.R..2003. Three new species of Hyphessobrycon (Characiformes: Characidae) from the upper rio Araguaia basin in Brazil. Neotropical Ichthyology 1 (1): 21-33.
Tocantins;paper;Lima F.C.T..2004. Brycon gouldingi, a new species from the rio Tocantins drainage, Brazil (Ostariophysi: Characiformes: Characidae), with a key to the species in the basin. Ichthyological Exploration of Freshwaters, 15(3): 279-287.
Tocantins;paper;Lucinda P.H.F. & Vari R.P..2009. New Steindachnerina Species (Teleostei: Characiformes: Curimatidae) from the Rio Tocantins Drainage. Copeia, 2009(1): 142–147.
Tocantins;paper;Lucinda P.H.F., Freitas I.S., Soares A.B., Marques E.E., Agostinho C.S.& de Oliveira R.J.. 2007. Fish, Lajeado Reservoir, rio Tocantins drainage, State of Tocantins, Brazil. Check List, 3: 70-83.
Tocantins;paper;Lucinda P.H.F., Lucena C.A.S. & Assis N.C..2010. Two new species of cichlid fish genus Geophagus Heckel from the Rio Tocantins drainage (Perciformes: Cichlidae). Zootaxa, 2429: 29-42.
Tocantins;paper;Lucinda P.H.F., Malabarba L.R. & Benine R.C..2007. On a new species of the genus Moenkhausia Eigenmann (Ostariophysi: Characidae). Zootaxa, 1525: 61-68.
Tocantins;paper;Lucinda P.H.F..2008. Systematics and biogeography of the genus Phalloceros Eigenmann, 1907 (Cyprinodontiformes: Poeciliinae), with the description of twenty-one new species. Neotropical Ichthyology, 6(2): 113-158.
Tocantins;paper;Menezes N.A..2006. Description of five new species of Acestrocephalus Eigenmann and redescription of A. sardina and A. boehlkei (Characiformes: Characidae). Neotropical Ichthyology, 4(4): 385-400.
Tocantins;paper;Miranda J.C.. 2003. Composição da ictiofauna de três do alto Rio Tocantins – GO. Biota Neotropica v3 (n1) – http://www.biotaneotropica.org.br/v3n1/pt/abstract?article+BN00603012003
Tocantins;paper;Miranda, J. C. & Mazzoni, R. Composição da ictiofauna de três riachos do alto rio Tocantins-GO. Biota Neotropica 3, 1–11 (2003)
Tocantins;paper;Miranda, J. C. & Mazzoni, R. Estrutura e persistência temporal da comunidade de peixes de três riachos do Alto Rio Tocantins, GO. Biota Neotropica 9, 71–78 (2009)
Tocantins;paper;Moreira C.R..2005. Xenurobrycon coracoralinae, a new glandulocaudine fish (Ostariophysi: Characiformes: Characidae) from central Brazil. Proceedings of the Biological Society of Washington, 118(4): 855-862.
Tocantins;paper;Ottoni F.P. & Costa W.J.E.M..2009. Description of a new species of  Laetacara KULLANDER, 1986 from central Brazil and re-description of Laetacara dorsigera (HECKEL, 1840) (Labroidei : Cichlidae : Cichlasomatinae). Vertebrate Zoology, 59(1) : 41-48.
Tocantins;paper;Parisi B.M., Lundberg J.G. & DoNascimiento C..2006. Propimelodus caesius a new species of long-finned pimelodidid catfish (Teleostei: Siluriformes) from the Amazon Basin, South America. Proceedings of the Academy of Natural Sciences of Philadelphia, 155: 67-78.
Tocantins;paper;Pavanelli C.S. & Britski H.A..2003. Apareiodon Eigenmann, 1916 (Teleostei, Characiformes), from the Tocantins-Araguaia basin, with description of three new species. Copeia, 2003 (2): 337-348.
Tocantins;paper;Pereira T.N.A. & Lucinda P.H.F..2007. A new species of Jupiaba Zanata, 1997 (Ostariophysi, Characiformes, Characidae) from the rio Tocantins drainage, Brazil. Zootaxa, 1614: 53-60.
Tocantins;book;Reis R.E., Kullander S.O. & Ferraris S.J.. 2003. Check list of the freshwater fishes of South and Central América. Porto Alegre, Editora PUCRS, 729p. ISBN 85-7430-361-5
Tocantins;paper;Ribeiro F.R. & de Lucena C.A.S..2006. Nova espécie de Pimelodus (Siluriformes, Pimelodidae) dos rios Tapajós e Tocantins, Brasil. Iheringia, Série Zoologia (Porto Alegre), 96(3): 321-327.
Tocantins;paper;Ribeiro F.R.V., Lucena C.A.S. & Lucinda P.H.F..2008. Three new Pimelodus species (Siluriformes: Pimelodidae) from the rio Tocantins drainage, Brazil. Neotropical Ichthyology, 6(3): 455-464.
Tocantins;paper;Rocha M.S. & Ribeiro F. R.V..2010. A new species of Pimelodus Lacépède, 1803 (Siluriformes: Pimelodidae) from rio Itacaiunas, rio Tocantins basin, Brazil. Zootaxa, 2343 : 57-65.
Tocantins;paper;Rocha M.S., de Oliveira R.R. & Rapp Py-Daniel L.H..2007. A new species of Propimelodus Lundberg & Parisi, 2002 (Siluriformes: Pimelodidae) from rio Araguaia, Mato Grosso, Brazil. Neotropical Ichthyology, 5(3): 279-284.
Tocantins;paper;Ruiz W. B. G. & Shibatta O. A..2011.Two new species of Microglanis (Siluriformes: Pseudopimelodidae) from the upper-middle rio Araguaia basin, Central Brazil..Neotropical Ichthyology, 9(4): 697-707.
Tocantins;paper;Ruiz W.B.G. & Shibatta O.A..2010. A new species of Microglanis (Siluriformes, Pseudopimelodidae) from lower Rio Tocantins basin, Pará, Brazil, with description of superficial neuromasts and pores of lateral line system. Zootaxa, 2632: 53–66.
Tocantins;paper;Sabaj Pérez M.H. & Birindelli J.L.O..2008. Taxonomic revision of extant Doras Lacépède, 1803 (Siluriformes: Doradidae) with descriptions of three new species. Proceedings of the Academy of Natural Sciences of Philadelphia, 157: 189-233.
Tocantins;report;"SANTOS, G.M.; B. MÉRONA; A.A. JURAS & M. JÉGU. 2004. Peixes do baixo rio Tocantins: 20 anos depois da usina hidrelétrica Tucuruí. Brasília, Eletronorte, 216p."
Tocantins;report;"SANTOS, G.M.; M. JÉGU & B. MÉRONA 1984. Catálogo de peixes comerciais do baixo rio Tocantins: projeto Tucuruí. Manaus, Eletronorte, CNPq, INPA, 83p."
Tocantins;paper;Silva G. S. C. & Benine R. C..2011.A new species of Tetragonopterus Cuvier, 1816 (Characiformes, Characidae, Tetragonopterinae) from the upper rio Araguaia, Central Brazil..Zootaxa, 2911: 50-56.
Tocantins;paper;Silveira L.G.G., Langeani F., da Graça W.J., Pavanelli C.S. & Buckup P.A..2008. Characidium xanthopterum (Ostariophysi: Characiformes:Crenuchidae): a new species from the Central Brazilian Plateau. Neotropical Ichthyology, 6(2): 169-174.
Tocantins;paper;Staeck W..2003. Cichliden-Lexikon, Tiel 3: Südamerikanische Zwergbuntbarsche. Dähne Verlag. Cichliden-Lexikon, 3: 1-219.
Tocantins;paper;Thomas M.R. & Rapp Py-Daniel L.H..2008. Three new species of the armored catfish genus  Loricaria (Siluriformes: Loricariidae) from river channels of the Amazon basin. Neotropical Ichthyology, 6(3): 379-394.
Tocantins;paper;Trajano E., Reis R.E. & Bichuette M.E..2004. Pimelodella spelaea: a new cave catfish from central Brazil, with data on ecology and evolutionary considerations (Siluriformes: Heptapteridae). Copeia, 2004 (2): 315-325.
Tocantins;paper;Vari R. P. & Ferraris Jr. C.J..2006. The catfish genus Tetranematichthys (Auchenipteridae). Copeia, 2006 (2): 168-180.
Tocantins;paper;Vari R.P., Ferraris Jr. C.J. & de Pinna M.C.C..2005. The neotropical whale catfishes (Siluriformes: Cetopsidae: Cetopsinae), a revisionary study. The neotropical whale catfishes (Siluriformes: Cetopsidae: Cetopsinae), a revisionary study. Neotropical Ichthyology, 3(2): 127-238.
Tocantins;paper;Zarske A..2011.Hemigrammus filamentosus spec. nov. – der Südamerikanische Fadensalmler, ein neuer Salmler (Teleostei: Characiformes: Characidae) aus dem Araguaya-Becken in Brasilien..Vertebrate Zoology, 61(1): 3-12.
Tocantins;paper;Zawadzki C.H., Birindelli J.L.O. & Lima F.C.T..2008. A new pale-spotted species of Hypostomus Lacépède (Siluriformes: Loricariidae) from the rio Tocantins and rio Xingu basins in Central Brazil. Neotropical Ichthyology, 6(3): 395-402.
Tocuyo;paper;Armbruster J.W..2003. The species of the Hypostomus cochliodon group (Siluriformes: Loricariidae). Zootaxa 249: 1-60.
Tocuyo;paper;García-Alzate C. A., Román-Valencia C. & Taphorn D. C..2008. Revision of the Hyphessobrycon heterorhabdus-group Teleostei: Characiformes: Characidae), with description of two new species from Venezuela. Vertebrate Zoology,, 58(2): 139-157.
Tocuyo;online.database;http://databasin.org/ or http://www.fundacionoga.org.ar/index.html or http://www.mnrj.ufrj.br/ (all sources consulted in 2013)
Tocuyo;paper;Rodriguez-Olarte et al 2006 Los peces y su conservación en el río Tocuyo, la cuenca andina de la vertiente Caribe en Venezuela. Memoria de la Fundación La Salle de Ciencias Naturales 2007 (“2006”), 165: 33-61
Tocuyo;book;Rodríguez-Olarte, D. & D. C. Taphorn. 2007. Los peces de Aroa y Yaracuy: una guía para su conservación. Universidad Centroccidental Lisandro Alvarado (UCLA) & Iniciativa de Especies Amenazadas (IEA-PROVITA). Barquisimeto, Venezuela. Primera edición digital: septiembre 2007
Tocuyo;paper;Rodriguez-Olarte, D., Coronel J. L., Taphorn, D. C. y A. Amaro. 2007. Los peces del río Tocuyo, vertiente Caribe, Venezuela: un análisis preliminar para su conservación. Memoria de la Fundación La Salle de Ciencias Naturales, 165:45-72
Tocuyo;book.section;Taphorn, D. C., Rodríguez-Olarte, D. 2008. Pez anual de Tucacas, Austrofundulus leohoignei In: Libro Rojo de la Fauna Venezolana. Provita.
Todje;online.database;"Faunafri; http://www.poissons-afrique.ird.fr/drupal/faunafri (consulted in 2013)"
Togun;book;Choi K.C., Jeon S.R., Kim I.S. & Son Y.M.. 1990. Colored Illustrations of the Freshwater Fish of Korea. Hyangmoon Publishing Co., Seoul. 277 p.
Togyang.ni;book;Choi K.C., Jeon S.R., Kim I.S. & Son Y.M.. 1990. Colored Illustrations of the Freshwater Fish of Korea. Hyangmoon Publishing Co., Seoul. 277 p.
Tokachi;book;Matsuura et al. 2000. Distribution of freshwater fishes in Japan. Supplement to the catalogue of the freshwater fish collection in the National Science Museum, Tokyo. National Science Museum, Tokyo
Tokai;paper;Yodo T., Yamashita T., Sado T., Takemura I. & Kimura S.. 2000. Fish fauna of the rivers in the Shima Region, Mie Prefecture, Central Japan. Japanese Journal of Ichthyology, 48: 27-40.
Tokomairiro;online.database;"NIWA (extracted on septembre 2012); http://fwdb.niwa.co.nz"
Tolten;report;Antecedentes respecto de la biodiversidad acuática en la cuenca del Maipo. CONAMA RM, Diciembre 2004. Estudios realizado a CONAMA RM por Quantitativa Estudios Ambientales.
Tolten;paper;Arratia G., Rojas G. & Chang A.. 1981. Generos de peces de aguas continentales de Chile. M.N.H.N Publicatión Ocasional, Universidad de chile, 34: 3-104.
Tolten;paper;Campos H.. 1985. Distribution of the fishes in the Andean rivers in the South of Chile. Archive für Hydrobiologie, 104: 169-191.
Tolten;online.database;http://databasin.org/ or http://www.fundacionoga.org.ar/index.html or http://www.mnrj.ufrj.br/ (all sources consulted in 2013)
Tomaga;online.database;"Atlas of Living Australia; http://spatial.ala.org.au/webportal/ (consulted in 2013)"
Tomahawk;online.database;"Atlas of Living Australia; http://spatial.ala.org.au/webportal/ (consulted in 2013)"
Tompire;book;Boeseman M. 1960. The freshwater fishes of teh island of Trinidad. Studies on the Fauna of Curaçao and other Caribbean islands: No.48
Tompire;PhD.Thesis;Phillip D.A.T. 1998. Biodiversity of freshwater fishes of Trinidad and Tobago, West Indies. PhD thesis. University of St Andrews, UK.
Tonala;online.database;http://databasin.org/ (consulted in 2013)
Tonala;book;Rush-Miller R.. 2005. Freshwater Fishes of México. The University of Chicago Press, 490 p. ISBN 0-226-52604-6.
Tonbetsu;book;Matsuura et al. 2000. Distribution of freshwater fishes in Japan. Supplement to the catalogue of the freshwater fish collection in the National Science Museum, Tokyo. National Science Museum, Tokyo
Tonda;book;Matsuura et al. 2000. Distribution of freshwater fishes in Japan. Supplement to the catalogue of the freshwater fish collection in the National Science Museum, Tokyo. National Science Museum, Tokyo
Tone;book;Matsuura et al. 2000. Distribution of freshwater fishes in Japan. Supplement to the catalogue of the freshwater fish collection in the National Science Museum, Tokyo. National Science Museum, Tokyo
Tonekabon;paper;Kiabi et al 1999. Status of the fish fauna in the South Caspian basin of Iran. Zoology in the Middle east, 18:57-65
Tonekabon;online.database;www.briancoad.com (consulted in 2007)
Tong;book;Choi K.C., Jeon S.R., Kim I.S. & Son Y.M.. 1990. Colored Illustrations of the Freshwater Fish of Korea. Hyangmoon Publishing Co., Seoul. 277 p.
Tonggimnyong;book;Choi K.C., Jeon S.R., Kim I.S. & Son Y.M.. 1990. Colored Illustrations of the Freshwater Fish of Korea. Hyangmoon Publishing Co., Seoul. 277 p.
Tongil.li;book;Choi K.C., Jeon S.R., Kim I.S. & Son Y.M.. 1990. Colored Illustrations of the Freshwater Fish of Korea. Hyangmoon Publishing Co., Seoul. 277 p.
Tonija;book;Ojaveer et al. 2003. Fishes of Estonia. Estonian Academy Publishers, Tallin, Estonia
Tonje.ri;book;Choi K.C., Jeon S.R., Kim I.S. & Son Y.M.. 1990. Colored Illustrations of the Freshwater Fish of Korea. Hyangmoon Publishing Co., Seoul. 277 p.
Tonji;book;Choi K.C., Jeon S.R., Kim I.S. & Son Y.M.. 1990. Colored Illustrations of the Freshwater Fish of Korea. Hyangmoon Publishing Co., Seoul. 277 p.
Tontouta;book;Marquet G., Keith P. & Vigneux E.. 2003. Atlas des poissons et des crustacés d'eau douce de Nouvelle-Calédonie. Patrimoines Naturels, 58: 282 p.
Toolse;book;Ojaveer et al. 2003. Fishes of Estonia. Estonian Academy Publishers, Tallin, Estonia
Toomuc.creek;online.database;"Atlas of Living Australia; http://spatial.ala.org.au/webportal/ (consulted in 2013)"
Torbay;online.database;"Atlas of Living Australia; http://spatial.ala.org.au/webportal/ (consulted in 2013)"
Torbay;report;Morgan D.L., Gill H.S. & Potter I.C.. 1998. Distribution, identification and biology of freshwater fishes in south-western Australia. Records of the Western Australian Museum Supplement, 56: 97 p.
Tornealven;online.database;Swedish Electrofishing RegiSter - SERS. Swedish University of Agricultural Sciences, Department of Aquatic Resources. http://www.slu.se/elfiskeregistret
Touchien;book;Choi K.C., Jeon S.R., Kim I.S. & Son Y.M.. 1990. Colored Illustrations of the Freshwater Fish of Korea. Hyangmoon Publishing Co., Seoul. 277 p.
Touchien;paper;Tzeng C.S.. 1986. Distribution of the Freshwater Fishes of Taiwan. Journal of Taiwan Museum, 39: 127-146.
Tougur;book;Reshetnikov Y.S.. 2002. Atlas of Russian Freshwater Fishes. Moscow Nauka, Vol. I. ISBN: 5-02-006507-2.
Tougur;book;Reshetnikov Y.S.. 2002. Atlas of Russian Freshwater Fishes. Moscow Nauka, Vol. II. ISBN: 5-02-006506-4.
Touloubre;online.database;Onema - http://www.sandre.eaufrance.fr (consulted in 2012)
Touques;online.database;Onema - http://www.sandre.eaufrance.fr (consulted in 2012)
Towamba;online.database;"Atlas of Living Australia; http://spatial.ala.org.au/webportal/ (consulted in 2013)"
