1.Basin.Name;2.Type.Source;3.Reference
Guariquen;paper;Lasso CA, Provenzano F, Lasso-Alcala OM & Marcano A. 2010. Ictiofauna dulceacuicola y estuarina de la cuenca del golfo de Paria, Venezuela: composicion y relaciones biogeograficas con la cuenca del Orinoco. Biota Colombiana 11:53-73
Guayaguayare;book;Boeseman M. 1960. The freshwater fishes of teh island of Trinidad. Studies on the Fauna of Curaçao and other Caribbean islands: No.48
Guayaguayare;PhD.Thesis;Phillip D.A.T. 1998. Biodiversity of freshwater fishes of Trinidad and Tobago, West Indies. PhD thesis. University of St Andrews, UK.
Guayas;online.database;http://databasin.org/ or http://www.fundacionoga.org.ar/index.html or http://www.mnrj.ufrj.br/ (all sources consulted in 2013)
Guayas;book;Reis R.E., Kullander S.O. & Ferraris S.J.. 2003. Check list of the freshwater fishes of South and Central América. Porto Alegre, Editora PUCRS, 729p. ISBN 85-7430-361-5
Gudenaa;report;Christian Dieperink. 2003. Rapport til Danmarks Miljøundersøgelser. Fisk og naturkvalitet i vandløb. Rapport Udarbejdet for Danmarks Miljøundersøgelser. Afdeling for Ferskvandsøkologi, 57 p.
Guir;paper;Blanco J.L., Hrbek T. & Doadrio I.. 2006. A new species of the genus Aphanius (Nardo, 1832) (Actinopterygii, Cyprinodontidae) from Algeria. Zootaxa, 1158: 39-53.
Guir;paper;Doadrio I.. 1994. Freshwater fish fauna of North Africa and its biogeography. Annales du Musée Royal d'Afrique Centrale, 275: 21-34.
Guir;online.database;"Faunafri; http://www.poissons-afrique.ird.fr/drupal/faunafri (consulted in 2013)"
Gumista;paper;Ninua N.S. & Japoshvili B.O. 2008. Checklist of fishes of Georgia. Proceedings of the Institute of Zoology, XXIII:163-176
Gunyulgup.Brook;report;Morgan D. & Beatty S.. 2005. Fish and crayfish fauna of Ellen Brook, Cowaramup Brook and Gunyulgup Brook in the Cape to Cape Region of Western Australia. Murdoch University, 38 p.
Gurrbirri.creek;online.database;"Atlas of Living Australia; http://spatial.ala.org.au/webportal/ (consulted in 2013)"
Haademeeste;book;Ojaveer et al. 2003. Fishes of Estonia. Estonian Academy Publishers, Tallin, Estonia
Haast;book;McDowall R.M.. 1990. New Zealand freshwater fishes: a natural history and guide. Heinemann Reed, Auckland. 553 p.
Haast;online.database;"NIWA (extracted on septembre 2012); http://fwdb.niwa.co.nz"
Hacking;online.database;"Atlas of Living Australia; http://spatial.ala.org.au/webportal/ (consulted in 2013)"
Hadachon;book;Choi K.C., Jeon S.R., Kim I.S. & Son Y.M.. 1990. Colored Illustrations of the Freshwater Fish of Korea. Hyangmoon Publishing Co., Seoul. 277 p.
Haemyong.ni;book;Choi K.C., Jeon S.R., Kim I.S. & Son Y.M.. 1990. Colored Illustrations of the Freshwater Fish of Korea. Hyangmoon Publishing Co., Seoul. 277 p.
Hai.He;paper;Chen et al 2011. Impacts ofHydropower Projects on Fishes: A Case StudyofBaiyangdian Lake over the Recent 50 Years. Resources Science, 33:1475-1480
Hai.He;book;Tianjin Fishery Society. 1990. The fishes of Tianjin. 
Hai.He;paper;Xiao-li et al 2011. Study on the Food Web of Fish in Baiyangdian Lake Based Diet Analysis. Journal of Hydroecology, 32:85-90
Hai.He;paper;Zhang et al. 2011. Fish species diversity and conservation in Beijing and adjacent areas. Biodiversity Science, 19 (5): 597–604
Hairjuzova;book;Reshetnikov Y.S.. 2002. Atlas of Russian Freshwater Fishes. Moscow Nauka, Vol. I. ISBN: 5-02-006507-2.
Hairjuzova;book;Reshetnikov Y.S.. 2002. Atlas of Russian Freshwater Fishes. Moscow Nauka, Vol. II. ISBN: 5-02-006506-4.
Haksan.chon;book;Choi K.C., Jeon S.R., Kim I.S. & Son Y.M.. 1990. Colored Illustrations of the Freshwater Fish of Korea. Hyangmoon Publishing Co., Seoul. 277 p.
Hamana.ko;book;Matsuura et al. 2000. Distribution of freshwater fishes in Japan. Supplement to the catalogue of the freshwater fish collection in the National Science Museum, Tokyo. National Science Museum, Tokyo
Hamasat;online.database;"Faunafri; http://www.poissons-afrique.ird.fr/drupal/faunafri (consulted in 2013)"
Hamersley;online.database;"Atlas of Living Australia; http://spatial.ala.org.au/webportal/ (consulted in 2013)"
Hamersley;report;Morgan D.. 2005. The freshwater fishes of south-western Australia. Murdoch University, Perth, Western Australia.
Hami;book;Sizhong, L. 1979. The Fishes of Xinjiang Province. Xinjiang People Press, Ürümqi,. China
Hami;paper;Zhao 1991. Fish fauna and zoogeographical of Hexi-Alashan region, the northwest china. Acta Zoologica Sinica, 37:153-167
Han;book;Choi K.C., Jeon S.R., Kim I.S. & Son Y.M.. 1990. Colored Illustrations of the Freshwater Fish of Korea. Hyangmoon Publishing Co., Seoul. 277 p.
Han.Korea;book;Choi K.C., Jeon S.R., Kim I.S. & Son Y.M.. 1990. Colored Illustrations of the Freshwater Fish of Korea. Hyangmoon Publishing Co., Seoul. 277 p.
Han.Korea;paper;Jang M.H., Kim J.G., Park S.B., Jeong K.S., Cho G.I. & Joo G.J.. 2002. The Current Status of the Distribution of Introduced Fish in Large River Systems of South Korea. International Reviews of Hydrobiology, 87: 319-328.
Hanami;book;Matsuura et al. 2000. Distribution of freshwater fishes in Japan. Supplement to the catalogue of the freshwater fish collection in the National Science Museum, Tokyo. National Science Museum, Tokyo
Hanjiang;paper;Jingping & Ciying 1998. Ichthyofauna of the Hanjiang River for Freshwater Fishes. Journal of Jinan University ( Natural Science), 19: 100-104
Hanlon.creek;online.database;"Atlas of Living Australia; http://spatial.ala.org.au/webportal/ (consulted in 2013)"
Haparapara;online.database;"NIWA (extracted on septembre 2012); http://fwdb.niwa.co.nz"
Hapuku;online.database;"NIWA (extracted on septembre 2012); http://fwdb.niwa.co.nz"
Haraz;book;Abdoli A. 2000. The Inland water fishes of Iran. Gorgan University
Harding;online.database;"Atlas of Living Australia; http://spatial.ala.org.au/webportal/ (consulted in 2013)"
Harding;paper;Morgan D. & Gill H.S.. 2004. Fish fauna in inland waters of the Pilbara (Indian Ocean) Drainage Division of Western Australia — evidence for three subprovinces. Zootaxa, 636: 1-43.
Hartenbosrivier;online.database;"Faunafri; http://www.poissons-afrique.ird.fr/drupal/faunafri (consulted in 2013)"
Haso;book;Choi K.C., Jeon S.R., Kim I.S. & Son Y.M.. 1990. Colored Illustrations of the Freshwater Fish of Korea. Hyangmoon Publishing Co., Seoul. 277 p.
Hassan.Langi;book;Abdoli A. 2000. The Inland water fishes of Iran. Gorgan University
Hastings;online.database;"Atlas of Living Australia; http://spatial.ala.org.au/webportal/ (consulted in 2013)"
Hastings;report;Harris J.H. & Gehrke P.C.. 1997. Fish and Rivers in Stress: the NSW Rivers Survey. NSW Fisheries Office of Conservation and the Cooperative Research Centre for Freshwater Ecology, Cronulla.
Hatea;online.database;"NIWA (extracted on septembre 2012); http://fwdb.niwa.co.nz"
Hato;online.database;http://databasin.org/ or http://www.fundacionoga.org.ar/index.html or http://www.mnrj.ufrj.br/ (all sources consulted in 2013)
Hatyrka;book;Reshetnikov Y.S.. 2002. Atlas of Russian Freshwater Fishes. Moscow Nauka, Vol. I. ISBN: 5-02-006507-2.
Hatyrka;book;Reshetnikov Y.S.. 2002. Atlas of Russian Freshwater Fishes. Moscow Nauka, Vol. II. ISBN: 5-02-006506-4.
Haughton;online.database;"Atlas of Living Australia; http://spatial.ala.org.au/webportal/ (consulted in 2013)"
Haughton;online.database;"Fish Atlas of North Australia; http://www.jcu.edu.au/archive/actfr_old_Projects/FishAtlas/Index.htm (consulted in 3013)"
Haukadalsa;paper;Guðbergsson G. (2011) Catch statistics for Icelandic rivers and lakes 2010. Institute of Freshwater Fisheries, report VMST/11044.
Haunted.Gully;online.database;"Atlas of Living Australia; http://spatial.ala.org.au/webportal/ (consulted in 2013)"
Hawkesbury;online.database;"Atlas of Living Australia; http://spatial.ala.org.au/webportal/ (consulted in 2013)"
Hawkesbury;paper;Gehrke P.C., Astles K.L. & Harris J.H.. 1999. Within-catchment effects of flow alteration on fish assemblages in the Hawkesbury–Nepean river system, Australia. Regulated Rivers: Research and Management, 15: 181-198.
Hay.1;report;Morgan D.L., Gill H.S. & Potter I.C.. 1998. Distribution, identification and biology of freshwater fishes in south-western Australia. Records of the Western Australian Museum Supplement, 56: 97 p.
Hay.2;online.database;"Atlas of Living Australia; http://spatial.ala.org.au/webportal/ (consulted in 2013)"
Haya;book;Matsuura et al. 2000. Distribution of freshwater fishes in Japan. Supplement to the catalogue of the freshwater fish collection in the National Science Museum, Tokyo. National Science Museum, Tokyo
Hazako;paper;Yodo T., Yamashita T., Sado T., Takemura I. & Kimura S.. 2000. Fish fauna of the rivers in the Shima Region, Mie Prefecture, Central Japan. Japanese Journal of Ichthyology, 48: 27-40.
Heaphy;online.database;"NIWA (extracted on septembre 2012); http://fwdb.niwa.co.nz"
Heathcote;online.database;"NIWA (extracted on septembre 2012); http://fwdb.niwa.co.nz"
Heda.Oya;book;Pethiyagoda 1991 Freshwater fishes of Sri Lanka. The Wildlife Heritage Trust of Sri Lanka. Sri Lanka
Hei;book;Matsuura et al. 2000. Distribution of freshwater fishes in Japan. Supplement to the catalogue of the freshwater fish collection in the National Science Museum, Tokyo. National Science Museum, Tokyo
Heichan.Wan;book;Choi K.C., Jeon S.R., Kim I.S. & Son Y.M.. 1990. Colored Illustrations of the Freshwater Fish of Korea. Hyangmoon Publishing Co., Seoul. 277 p.
Hekirichi;paper;Morita K., Tsuboi J.I. & Matsuda H.. 2004. The impact of exotic trout on native charr in a Japanese stream. Journal of Applied Ecology, 41: 962-972.
Helawe.Ara;book;Pethiyagoda 1991 Freshwater fishes of Sri Lanka. The Wildlife Heritage Trust of Sri Lanka. Sri Lanka
Heleh;book;Abdoli A. 2000. The Inland water fishes of Iran. Gorgan University
Helge.a;online.database;Swedish Electrofishing RegiSter - SERS. Swedish University of Agricultural Sciences, Department of Aquatic Resources. http://www.slu.se/elfiskeregistret
Helmand;book;Abdoli A. 2000. The Inland water fishes of Iran. Gorgan University
Helmand;book;Coad B.W.. 1981. Fishes of Afghanistan, an Annotated Check-list. Publications in Zoology, No. 14. National Museum of Canada, Ottawa. 26 p. ISBN : 0-662-00012-0.
Helmand;report;Petr T. (ed). 1999. Fish and fisheries at higher altitudes: Asia. Food and Agriculture Organization of the United Nations, 385: 304 p. ISBN:  92-51043-09-4.
Helmand;online.database;www.briancoad.com (consulted in 2007)
Hengjiang;paper;Zhao 2001. Fish fauna and zoogeographical analysis of Shi Wan Da Shan mountains, Guangxi, China. Biodiversity Science, 9:336-344
Henty;online.database;"Atlas of Living Australia; http://spatial.ala.org.au/webportal/ (consulted in 2013)"
Herault;book;Keith P. & Allardi J.. 2001. Atlas des poissons d'eau douce de France. Patrimoines Naturels, 47: 387 p.
Herault;online.database;Onema - http://www.sandre.eaufrance.fr (consulted in 2012)
Heraz;book;Abdoli A. 2000. The Inland water fishes of Iran. Gorgan University
Heraz;book;Coad B.W.. 1981. Fishes of Afghanistan, an Annotated Check-list. Publications in Zoology, No. 14. National Museum of Canada, Ottawa. 26 p. ISBN : 0-662-00012-0.
Heraz;online.database;www.briancoad.com (consulted in 2007)
Heraz;online.database;www.briancoad.com (consulted in 2012)
Herbert;online.database;"Atlas of Living Australia; http://spatial.ala.org.au/webportal/ (consulted in 2013)"
Herbert;online.database;"Fish Atlas of North Australia; http://www.jcu.edu.au/archive/actfr_old_Projects/FishAtlas/Index.htm (consulted in 3013)"
Herbert.creek;online.database;"Atlas of Living Australia; http://spatial.ala.org.au/webportal/ (consulted in 2013)"
Heuningnesrivier;online.database;"Faunafri; http://www.poissons-afrique.ird.fr/drupal/faunafri (consulted in 2013)"
Heyan;book;Abdoli A. 2000. The Inland water fishes of Iran. Gorgan University
Hidaka;book;Matsuura et al. 2000. Distribution of freshwater fishes in Japan. Supplement to the catalogue of the freshwater fish collection in the National Science Museum, Tokyo. National Science Museum, Tokyo
Hiki;book;Matsuura et al. 2000. Distribution of freshwater fishes in Japan. Supplement to the catalogue of the freshwater fish collection in the National Science Museum, Tokyo. National Science Museum, Tokyo
Hill;online.database;"Atlas of Living Australia; http://spatial.ala.org.au/webportal/ (consulted in 2013)"
Hillsborough;report;Florida Fish & Wildlife Conservation Commission, Non-Native Fish Research Laboratory, 801 NW 40th St., Boca Raton, FL 33431. November 2003.
Hillsborough;book;Hocutt C.H. & Wiley E.O. (Eds). 1986. The Zoogeography of North American Freshwater Fishes. John Wiley and Sons, Inc., New York. 866 p.
Hillsborough;online.database;NatureServe. 2010. Digital Distribution Maps of the Freshwater Fishes in the Conterminous United States. Version 3.0. Arlington, VA. U.S.A. (http://www.natureserve.org/getData/fishMaps.jsp)
Hillsborough;book;Pam L. Fuller, Leo G. Nico, and James D. Williams. 1999. Nonindigenous Fishes Introduced into Inland Waters of the United States. American fisheries society
Hillsborough;online.database;United States Geological Survey. 2016. Micropterus salmoides floridanus. USGS Nonindigenous Aquatic Species Database, Gainesville, FL. https://nas.er.usgs.gov/queries/factsheet.aspx?SpeciesID=402
Hillsborough.Tobago;PhD.Thesis;Phillip D.A.T. 1998. Biodiversity of freshwater fishes of Trinidad and Tobago, West Indies. PhD thesis. University of St Andrews, UK.
Himmiste;book;Ojaveer et al. 2003. Fishes of Estonia. Estonian Academy Publishers, Tallin, Estonia
Hindmarsh;online.database;"Atlas of Living Australia; http://spatial.ala.org.au/webportal/ (consulted in 2013)"
Hinds;online.database;"NIWA (extracted on septembre 2012); http://fwdb.niwa.co.nz"
Hirotogawa;book;Matsuura et al. 2000. Distribution of freshwater fishes in Japan. Supplement to the catalogue of the freshwater fish collection in the National Science Museum, Tokyo. National Science Museum, Tokyo
Hitara;paper;Guðbergsson G. (2011) Catch statistics for Icelandic rivers and lakes 2010. Institute of Freshwater Fisheries, report VMST/11044.
Hiva.Oa1;book;Keith P., Vigneux E. & Marquet G..2002. Atlas des poissons et des crustacés d'eau douce de Polynésie française. Patrimoines Naturels, 55: 175 p.
Hiva.Oa2;book;Keith P., Vigneux E. & Marquet G..2002. Atlas des poissons et des crustacés d'eau douce de Polynésie française. Patrimoines Naturels, 55: 175 p.
Hiva.Oa3;book;Keith P., Vigneux E. & Marquet G..2002. Atlas des poissons et des crustacés d'eau douce de Polynésie française. Patrimoines Naturels, 55: 175 p.
Hiyamaji;paper;Yodo T., Yamashita T., Sado T., Takemura I. & Kimura S.. 2000. Fish fauna of the rivers in the Shima Region, Mie Prefecture, Central Japan. Japanese Journal of Ichthyology, 48: 27-40.
Hoarusib;online.database;"Faunafri; http://www.poissons-afrique.ird.fr/drupal/faunafri (consulted in 2013)"
Hoeya;book;Choi K.C., Jeon S.R., Kim I.S. & Son Y.M.. 1990. Colored Illustrations of the Freshwater Fish of Korea. Hyangmoon Publishing Co., Seoul. 277 p.
Hofsa;paper;Guðbergsson G. (2011) Catch statistics for Icelandic rivers and lakes 2010. Institute of Freshwater Fisheries, report VMST/11044.
Hogans.Lagoon;online.database;"Atlas of Living Australia; http://spatial.ala.org.au/webportal/ (consulted in 2013)"
Hoje.a;report;Gärdenfors U.. 2000. Rödlistade arter i Sverige 2000. ArtDatabanken, Uppsala.
Hoje.a;online.database;Swedish Electrofishing RegiSter - SERS. Swedish University of Agricultural Sciences, Department of Aquatic Resources. http://www.slu.se/elfiskeregistret
Hokitika;online.database;"NIWA (extracted on septembre 2012); http://fwdb.niwa.co.nz"
Holroyd;online.database;"Atlas of Living Australia; http://spatial.ala.org.au/webportal/ (consulted in 2013)"
